[ 0.12616108]
[ 0.0386409]
[-0.22816517]
[ 0.08860204]
[-0.00117212]
[ 0.09939377]
[-0.49588841]
[-0.01450214]
[ 0.11451703]
[ 0.01159478]
[ 0.022402]
[-0.2506382]
[ 0.2979839]
