,wickets,Total,batting_team,venue,match_winner,wickets_6overs,runs_6overs,toss,year,winner
33,4,177,Deccan Chargers,Subrata Roy Sahara Stadium,Deccan Chargers,2,51,1,2012,1
34,5,207,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,54,0,2012,1
35,8,156,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,0,47,1,2012,1
36,4,190,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,0,46,1,2012,1
37,6,152,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,2,43,1,2012,1
38,10,100,Deccan Chargers,Wankhede Stadium,Mumbai Indians,1,38,0,2012,0
39,5,139,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,2,47,1,2012,0
40,4,186,Deccan Chargers,Barabati Stadium,Deccan Chargers,2,33,1,2012,1
41,6,141,Rajasthan Royals,Sawai Mansingh Stadium,Delhi Daredevils,0,57,1,2012,0
42,5,158,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kings XI Punjab,1,33,0,2012,0
43,9,120,Mumbai Indians,Subrata Roy Sahara Stadium,Mumbai Indians,0,43,1,2012,1
44,6,160,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1,57,1,2012,1
45,5,150,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,0,68,1,2012,1
46,6,177,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,1,64,1,2012,1
47,8,173,Chennai Super Kings,Wankhede Stadium,Mumbai Indians,1,52,0,2012,0
48,2,181,Deccan Chargers,M Chinnaswamy Stadium,Royal Challengers Bangalore,0,46,0,2012,0
49,9,153,Delhi Daredevils,Feroz Shah Kotla,Kolkata Knight Riders,2,51,1,2012,0
50,6,125,Pune Warriors,Subrata Roy Sahara Stadium,Rajasthan Royals,1,35,1,2012,0
51,5,170,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,0,51,0,2012,1
52,6,141,Mumbai Indians,Wankhede Stadium,Royal Challengers Bangalore,2,26,0,2012,0
53,6,126,Rajasthan Royals,Sawai Mansingh Stadium,Chennai Super Kings,2,28,0,2012,0
54,3,173,Royal Challengers Bangalore,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,0,66,0,2012,1
55,1,182,Mumbai Indians,Eden Gardens,Mumbai Indians,2,50,1,2012,1
56,5,114,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,4,27,0,2012,0
57,4,170,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,1,46,1,2012,1
58,4,190,Deccan Chargers,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,1,47,1,2012,0
59,6,171,Royal Challengers Bangalore,M Chinnaswamy Stadium,Mumbai Indians,2,41,0,2012,0
60,6,158,Kolkata Knight Riders,Eden Gardens,Chennai Super Kings,0,50,0,2012,0
61,8,136,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,2,47,1,2012,0
62,7,140,Kolkata Knight Riders,Wankhede Stadium,Kolkata Knight Riders,2,33,0,2012,1
63,7,120,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,2,26,0,2012,0
64,1,215,Royal Challengers Bangalore,Feroz Shah Kotla,Royal Challengers Bangalore,0,42,0,2012,1
65,8,126,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,1,41,1,2012,0
66,8,141,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Delhi Daredevils,4,21,0,2012,0
67,4,136,Kolkata Knight Riders,Subrata Roy Sahara Stadium,Kolkata Knight Riders,1,28,1,2012,1
68,7,132,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,3,24,0,2012,1
69,6,162,Rajasthan Royals,Sawai Mansingh Stadium,Mumbai Indians,2,35,1,2012,0
70,4,162,Kolkata Knight Riders,Subrata Roy Sahara Stadium,Kolkata Knight Riders,1,48,1,2012,1
71,5,187,Chennai Super Kings,M Chinnaswamy Stadium,Chennai Super Kings,2,30,0,2012,1
72,5,222,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,53,0,2012,1
73,3,190,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,0,54,1,2012,0
0,10,128,Delhi Daredevils,Eden Gardens,Kolkata Knight Riders,2,46,0,2013,0
1,5,156,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,2,31,0,2013,1
2,6,126,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,1,39,0,2013,1
3,7,165,Rajasthan Royals,Feroz Shah Kotla,Rajasthan Royals,1,46,1,2013,1
4,6,148,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,2,41,1,2013,1
5,9,99,Pune Warriors,Subrata Roy Sahara Stadium,Kings XI Punjab,2,25,1,2013,0
6,8,130,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",NA,2,41,1,2013,0
7,6,144,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,1,35,0,2013,1
8,5,209,Mumbai Indians,Wankhede Stadium,Mumbai Indians,2,38,1,2013,1
9,10,138,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,2,44,0,2013,0
10,8,154,Kolkata Knight Riders,M Chinnaswamy Stadium,Royal Challengers Bangalore,1,45,0,2013,0
11,5,145,Rajasthan Royals,Subrata Roy Sahara Stadium,Pune Warriors,1,44,1,2013,0
12,8,114,Delhi Daredevils,Feroz Shah Kotla,Sunrisers Hyderabad,3,29,1,2013,0
13,3,183,Mumbai Indians,Wankhede Stadium,Mumbai Indians,0,48,1,2013,1
14,6,165,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1,33,0,2013,0
15,4,180,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,0,49,1,2013,1
16,10,124,Kings XI Punjab,Sawai Mansingh Stadium,Rajasthan Royals,3,34,0,2013,0
17,5,159,Pune Warriors,"MA Chidambaram Stadium, Chepauk",Pune Warriors,0,49,1,2013,1
18,9,157,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,1,36,0,2013,1
19,5,152,Delhi Daredevils,M Chinnaswamy Stadium,NA,1,43,0,2013,0
20,8,119,Sunrisers Hyderabad,Subrata Roy Sahara Stadium,Sunrisers Hyderabad,4,27,0,2013,1
21,3,179,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,0,58,1,2013,1
22,4,169,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,1,40,1,2013,1
23,9,123,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,1,36,1,2013,0
24,9,119,Kolkata Knight Riders,Eden Gardens,Chennai Super Kings,1,47,1,2013,0
25,10,117,Rajasthan Royals,M Chinnaswamy Stadium,Royal Challengers Bangalore,2,32,0,2013,0
26,4,161,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,2,25,1,2013,0
27,4,185,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,52,0,2013,0
28,4,185,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,57,1,2013,0
29,5,263,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,0,66,0,2013,1
30,4,171,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,0,53,0,2013,1
31,6,159,Kolkata Knight Riders,Eden Gardens,Mumbai Indians,1,63,1,2013,0
32,6,159,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,3,41,1,2013,0
33,6,149,Kings XI Punjab,Eden Gardens,Kolkata Knight Riders,0,45,1,2013,0
34,9,144,Sunrisers Hyderabad,Sawai Mansingh Stadium,Rajasthan Royals,5,29,1,2013,0
35,7,194,Mumbai Indians,Wankhede Stadium,Mumbai Indians,1,53,1,2013,1
36,3,200,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,68,0,2013,1
37,5,164,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,1,37,0,2013,1
38,6,171,Royal Challengers Bangalore,Sawai Mansingh Stadium,Rajasthan Royals,1,56,0,2013,0
39,3,174,Mumbai Indians,Wankhede Stadium,Mumbai Indians,1,37,1,2013,1
40,3,164,Chennai Super Kings,Subrata Roy Sahara Stadium,Chennai Super Kings,2,29,1,2013,1
41,4,129,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,2,41,1,2013,0
42,7,136,Kolkata Knight Riders,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,3,37,1,2013,0
43,4,186,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1,37,1,2013,1
44,3,187,Royal Challengers Bangalore,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,0,30,1,2013,1
45,6,132,Rajasthan Royals,Eden Gardens,Kolkata Knight Riders,2,35,1,2013,0
46,10,80,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,1,26,1,2013,0
47,5,174,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kings XI Punjab,1,31,0,2013,0
48,5,139,Mumbai Indians,Wankhede Stadium,Mumbai Indians,0,33,1,2013,1
49,4,178,Pune Warriors,Sawai Mansingh Stadium,Rajasthan Royals,0,61,1,2013,0
50,6,161,Sunrisers Hyderabad,M Chinnaswamy Stadium,Royal Challengers Bangalore,1,41,1,2013,0
51,4,154,Delhi Daredevils,Sawai Mansingh Stadium,Rajasthan Royals,2,43,1,2013,0
52,6,170,Mumbai Indians,Wankhede Stadium,Mumbai Indians,0,41,1,2013,1
53,3,223,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",Chennai Super Kings,1,51,0,2013,1
54,6,145,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,1,38,0,2013,0
55,6,152,Kolkata Knight Riders,Subrata Roy Sahara Stadium,Kolkata Knight Riders,1,50,1,2013,1
56,4,183,Royal Challengers Bangalore,Feroz Shah Kotla,Royal Challengers Bangalore,2,44,0,2013,1
57,8,112,Pune Warriors,Subrata Roy Sahara Stadium,Mumbai Indians,2,36,1,2013,0
58,7,150,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,2,38,0,2013,1
59,9,115,Royal Challengers Bangalore,JSCA International Stadium Complex,Kolkata Knight Riders,1,23,0,2013,0
60,4,141,Chennai Super Kings,Sawai Mansingh Stadium,Rajasthan Royals,0,38,0,2013,0
61,7,120,Delhi Daredevils,Feroz Shah Kotla,Kings XI Punjab,2,41,0,2013,0
62,3,178,Sunrisers Hyderabad,Wankhede Stadium,Mumbai Indians,1,53,1,2013,0
63,4,170,Pune Warriors,JSCA International Stadium Complex,Pune Warriors,1,42,0,2013,1
64,4,168,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,47,1,2013,1
65,8,166,Mumbai Indians,Wankhede Stadium,Mumbai Indians,1,50,0,2013,1
66,3,190,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,58,0,2013,0
67,9,136,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,3,23,1,2013,1
68,8,183,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,2,36,0,2013,1
69,5,172,Pune Warriors,Subrata Roy Sahara Stadium,Pune Warriors,1,41,1,2013,1
70,2,106,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,1,76,0,2013,1
71,7,130,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,1,33,1,2013,0
72,1,192,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,0,48,1,2013,1
73,7,132,Sunrisers Hyderabad,Feroz Shah Kotla,Rajasthan Royals,2,27,1,2013,0
74,6,165,Rajasthan Royals,Eden Gardens,Mumbai Indians,0,43,1,2013,0
75,9,148,Mumbai Indians,Eden Gardens,Mumbai Indians,3,35,1,2013,1
0,5,163,Kolkata Knight Riders,Sheikh Zayed Stadium,Kolkata Knight Riders,1,31,1,2014,1
1,4,145,Delhi Daredevils,Sharjah Cricket Stadium,Royal Challengers Bangalore,3,30,0,2014,0
2,4,205,Chennai Super Kings,Sheikh Zayed Stadium,Kings XI Punjab,0,71,1,2014,0
3,6,133,Sunrisers Hyderabad,Sheikh Zayed Stadium,Rajasthan Royals,1,42,0,2014,0
4,9,115,Mumbai Indians,Dubai International Cricket Stadium,Royal Challengers Bangalore,1,49,0,2014,0
5,5,166,Kolkata Knight Riders,Dubai International Cricket Stadium,Delhi Daredevils,2,32,1,2014,0
6,5,191,Rajasthan Royals,Sharjah Cricket Stadium,Kings XI Punjab,1,54,0,2014,0
7,7,177,Chennai Super Kings,Sheikh Zayed Stadium,Chennai Super Kings,1,34,1,2014,1
8,6,193,Kings XI Punjab,Sharjah Cricket Stadium,Kings XI Punjab,0,44,0,2014,1
9,6,140,Chennai Super Kings,Dubai International Cricket Stadium,Chennai Super Kings,1,51,0,2014,1
10,7,150,Kolkata Knight Riders,Sharjah Cricket Stadium,Kolkata Knight Riders,2,48,0,2014,1
11,1,184,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,0,56,1,2014,1
12,7,141,Mumbai Indians,Dubai International Cricket Stadium,Chennai Super Kings,2,31,1,2014,0
13,10,70,Royal Challengers Bangalore,Sheikh Zayed Stadium,Rajasthan Royals,5,22,0,2014,0
14,9,132,Kings XI Punjab,Sheikh Zayed Stadium,Kings XI Punjab,2,52,0,2014,1
15,7,125,Mumbai Indians,Sharjah Cricket Stadium,Delhi Daredevils,2,38,1,2014,0
16,5,145,Sunrisers Hyderabad,Sharjah Cricket Stadium,Chennai Super Kings,2,38,1,2014,0
17,8,124,Royal Challengers Bangalore,Dubai International Cricket Stadium,Kings XI Punjab,4,46,0,2014,0
18,5,152,Rajasthan Royals,Sheikh Zayed Stadium,NA,1,45,1,2014,0
19,5,172,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,2,44,0,2014,1
